product_id		attribute_id		attribute_value
1214190005		shop_the_look_0		1246324001;;1242422001;;1187429004
1214190005		shop_the_look_1		1249821001;;1275617001;;1247098001
1259518002		shop_the_look_0		1255822003;;1133880007;;1028327028
1259518002		shop_the_look_1		1271748002;;1246547003;;1242912001
1259518002		shop_the_look_2		1230606001;;1256319001;;1195882001
0252867090		shop_the_look_0		1220422002;;1209037004;;1232254001
0252867090		shop_the_look_1		1255047001;;1231662002;;1190723001
1225212001		shop_the_look_0		1238690001;;1242803001;;1242388001
1225212001		shop_the_look_1		1215841003;;1208324004;;1271736001
1246154001		shop_the_look_0		1256319001;;1230602001;;1230606001
1250677002		shop_the_look_0		1232468001;;1232810001;;1248643001
1250677002		shop_the_look_1		1234962002;;1232460001;;1248999003
1250677002		shop_the_look_2		1240754001;;1214832001;;1250113002
1243652001		shop_the_look_0		1258151001;;1240129002;;1246548001
1243652001		shop_the_look_1		1249821001;;1247098001;;1224988001
1215841002		shop_the_look_0		1215840002;;1240631001;;1242783001
1215841002		shop_the_look_1		1275616001;;1240595001;;1218892001
1190846005		shop_the_look_0		1244174002;;1244174001;;1252598002
1190846005		shop_the_look_1		1247098001;;1218892001;;1190723001
1244418006		shop_the_look_0		1248220002;;1245391001;;1245084001
1244418006		shop_the_look_1		1240754001;;1230597001;;1243591002
1219190010		shop_the_look_0		1243617001;;1216426001;;1248313001
1219190010		shop_the_look_1		1242419001;;1253618001;;1245014001
1219190010		shop_the_look_2		1190723001;;1190729001;;1218892001
1234974001		shop_the_look_0		1191468001;;1268933001;;1242179001
1234974001		shop_the_look_1		1247098001;;1190723001;;1218892001
1242415001		shop_the_look_0		1229299001;;1247673001;;1242782002
1242415001		shop_the_look_1		1247098001;;1190723001;;1225212001
1232254002		shop_the_look_0		0984692003;;0252867092;;0252867090
1232254002		shop_the_look_1		1240595001;;1271847001;;1218892001
1245743001		shop_the_look_0		1246547003;;1241198001;;1242912001
1245743001		shop_the_look_1		1214832001;;1230578001;;1240754001
1171335005		shop_the_look_0		1271460001;;1228573001;;1208911002
1171335005		shop_the_look_1		1230597001;;1233583001;;1240595001
1271459001		shop_the_look_0		1271465001;;1024907001;;1246085001
1271459001		shop_the_look_1		1275614001;;1230615006;;1240595001
1152144014		shop_the_look_0		1282712001;;1271469002;;1207891004
1152144014		shop_the_look_1		1230595001;;1247098001;;1240595001
1214085001		shop_the_look_0		1242909001;;1251078001;;1241349002
1214085001		shop_the_look_1		1214832001;;1240754001;;1230615005
1261151001		shop_the_look_0		1160630001;;1245539001;;1221948003
